<5.7900e+10 0.0000e+00>
<4.19634770147357E10 -4.053060278545374E10>
<4.2773108663793365E10 -3.9660338465725586E10>
<4.356487200481443E10 -3.877350457636597E10>
<4.433842660193222E10 -3.787046298844623E10>
<4.509343914133263E10 -3.695158262411613E10>
<4.582958357950226E10 -3.601723932499659E10>
<4.6546541289411095E10 -3.506781571737603E10>
<4.7244001204558266E10 -3.4103701074226208E10>
<4.7921659960808945E10 -3.3125291174054943E10>
<4.857922203594959E10 -3.2132988156614937E10>
<4.9216399886888084E10 -3.1127200375489544E10>
<4.9832914084424614E10 -3.0108342247578182E10>
<5.0428493445518684E10 -2.9076834099505985E10>
<5.100287516297693E10 -2.8033102010984116E10>
